67.000000,0.000000,0.000000
68.957967,2.408065,0.000000
65.839227,4.603927,0.000000
65.638445,6.898879,0.000000
68.328497,9.602944,0.000000
70.906158,12.502669,0.000000
65.535889,13.930083,0.000000
68.890997,17.176455,0.000000
64.404534,18.467703,0.000000
66.573956,21.631190,0.000000
66.718176,24.283430,0.000000
63.975686,25.847855,0.000000
64.861727,28.878302,0.000000
64.713171,31.562723,0.000000
60.040436,31.924066,0.000000
61.487804,35.500000,0.000000
57.667271,36.034510,0.000000
56.374555,38.025117,0.000000
55.822173,40.557182,0.000000
52.796720,41.249319,0.000000
49.792889,41.781195,0.000000
52.763283,47.508273,0.000000
52.511805,50.710061,0.000000
48.626086,50.353786,0.000000
46.170012,51.276993,0.000000
44.352345,52.857067,0.000000
43.096303,55.160753,0.000000
44.671679,61.485292,0.000000
38.025117,56.374555,0.000000
37.624268,60.211415,0.000000
34.500000,59.755753,0.000000
35.210367,66.221069,0.000000
33.754578,69.207142,0.000000
30.911985,69.429455,0.000000
28.470101,70.465973,0.000000
25.651511,70.476947,0.000000
22.867258,70.378182,0.000000
19.018978,66.327057,0.000000
17.902220,71.801884,0.000000
16.009200,75.317365,0.000000
13.370910,75.830197,0.000000
10.994675,78.231177,0.000000
8.153220,77.572708,0.000000
5.510761,78.807560,0.000000
2.861759,81.950048,0.000000
0.000000,80.000000,0.000000
-2.861759,81.950048,0.000000
-5.650274,80.802688,0.000000
-8.675862,82.545317,0.000000
-10.159636,72.289569,0.000000
-12.676317,71.890966,0.000000
-15.177553,71.404775,0.000000
-18.627986,74.712771,0.000000
-21.499714,74.978412,0.000000
-25.030377,77.035578,0.000000
-25.993531,71.416639,0.000000
-28.095495,69.538789,0.000000
-30.911985,69.429455,0.000000
-34.631321,71.004730,0.000000
-37.088253,69.752860,0.000000
-37.500000,64.951905,0.000000
-42.393541,67.843848,0.000000
-45.853818,67.981081,0.000000
-43.496109,59.867258,0.000000
-44.943288,57.524785,0.000000
-49.494646,58.985422,0.000000
-49.515665,54.992717,0.000000
-53.488695,55.389165,0.000000
-55.389165,53.488695,0.000000
-57.222152,51.523057,0.000000
-60.517511,50.780221,0.000000
-59.100807,46.174611,0.000000
-65.530377,47.610605,0.000000
-64.664931,43.617046,0.000000
-61.059463,38.154187,0.000000
-64.951905,37.500000,0.000000
-65.338122,34.740896,0.000000
-64.713171,31.562723,0.000000
-66.688818,29.691775,0.000000
-64.902870,26.222462,0.000000
-62.959406,22.915350,0.000000
-65.622900,21.322173,0.000000
-64.404534,18.467703,0.000000
-65.980109,16.450689,0.000000
-68.470332,14.553818,0.000000
-62.042888,10.939835,0.000000
-63.377156,8.907078,0.000000
-65.638445,6.898879,0.000000
-67.834355,4.743440,0.000000
-69.957358,2.442965,0.000000
-65.000000,0.000000,0.000000
-66.959185,-2.338266,0.000000
-65.839227,-4.603927,0.000000
-64.643923,-6.794350,0.000000
-61.396620,-8.628732,0.000000
-62.042888,-10.939835,0.000000
-63.579594,-13.514260,0.000000
-60.158335,-14.999158,0.000000
-57.675702,-16.538241,0.000000
-56.112334,-18.232003,0.000000
-54.502172,-19.837168,0.000000
-59.339767,-23.974822,0.000000
-54.812727,-24.404199,0.000000
-56.624025,-27.617382,0.000000
-49.445065,-26.290408,0.000000
-51.095499,-29.500000,0.000000
-49.186790,-30.735317,0.000000
-47.255142,-31.873995,0.000000
-45.304952,-32.915974,0.000000
-46.492634,-36.324027,0.000000
-43.664533,-36.638894,0.000000
-41.616110,-37.471314,0.000000
-42.441048,-40.984844,0.000000
-38.900869,-40.283029,0.000000
-39.478706,-43.845545,0.000000
-37.281681,-44.430578,0.000000
-35.092704,-44.916613,0.000000
-31.740404,-43.686918,0.000000
-27.959645,-41.451879,0.000000
-27.555802,-44.098501,0.000000
-25.500000,-44.167296,0.000000
-25.351464,-47.679170,0.000000
-23.233671,-47.636084,0.000000
