27.000000,0.000000,0.000000
3.999391,0.069810,0.000000
1.998782,0.069799,0.000000
4.993148,0.261680,0.000000
2.992692,0.209269,0.000000
14.942920,1.307336,0.000000
18.895916,1.986041,0.000000
9.925462,1.218693,0.000000
0.000000,0.000000,0.000000
19.753767,3.128689,0.000000
16.741732,2.952019,0.000000
18.650916,3.625371,0.000000
19.562952,4.158234,0.000000
9.743701,2.249511,0.000000
5.821774,1.451531,0.000000
11.591110,3.105829,0.000000
13.457664,3.858923,0.000000
7.650438,2.338974,0.000000
8.559509,2.781153,0.000000
8.509667,2.930113,0.000000
13.155697,4.788282,0.000000
16.804448,6.450623,0.000000
15.762126,6.368312,0.000000
13.807573,5.860967,0.000000
14.616727,6.507786,0.000000
0.000000,0.000000,0.000000
26.065027,12.712763,0.000000
2.673020,1.361971,0.000000
10.595371,5.633659,0.000000
12.244676,6.787335,0.000000
19.918584,11.500000,0.000000
9.428840,5.665419,0.000000
12.720721,7.948789,0.000000
2.516012,1.633917,0.000000
12.435564,8.387894,0.000000
13.106433,9.177223,0.000000
23.461493,17.045772,0.000000
27.153607,20.461711,0.000000
15.760215,12.313230,0.000000
10.102897,8.181165,0.000000
7.660444,6.427876,0.000000
10.565934,9.184826,0.000000
13.376607,12.044351,0.000000
19.015196,17.731957,0.000000
25.896233,25.007701,0.000000
10.606602,10.606602,0.000000
4.862609,5.035379,0.000000
25.915938,27.791441,0.000000
8.029567,8.917738,0.000000
12.465122,14.339482,0.000000
8.356239,9.958578,0.000000
14.474369,17.874357,0.000000
12.928891,16.548226,0.000000
9.027225,11.979533,0.000000
20.572484,28.315595,0.000000
21.222328,30.308626,0.000000
11.183858,16.580751,0.000000
10.892781,16.773411,0.000000
10.068466,16.112914,0.000000
11.845876,19.714848,0.000000
13.500000,23.382686,0.000000
16.968337,30.611690,0.000000
7.981017,15.010109,0.000000
3.177933,6.237046,0.000000
7.890681,16.178293,0.000000
12.255930,26.282926,0.000000
9.354943,21.011546,0.000000
8.596085,20.251107,0.000000
13.485837,33.378619,0.000000
10.034303,26.140252,0.000000
14.706866,40.406783,0.000000
13.673862,39.711780,0.000000
12.051663,37.091204,0.000000
12.571983,41.121105,0.000000
8.269121,28.837851,0.000000
14.493867,54.091846,0.000000
11.370329,45.603899,0.000000
11.472504,49.692873,0.000000
11.643055,54.776266,0.000000
8.586405,44.173223,0.000000
5.556742,31.513848,0.000000
5.788075,36.544469,0.000000
5.566924,39.610723,0.000000
4.752904,38.709300,0.000000
5.958122,56.687748,0.000000
4.706410,53.794514,0.000000
1.534642,21.946409,0.000000
1.151391,21.969850,0.000000
